"Cluster","Organization","ProjectCode","MONTH","Objective","Priority","Activity","Indicator","Accumulative","Country","Admin1","AnnualTarget","Achieved"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 2","Priority 3: Epidemics","Communication for behavior change to the risks of epidemic including nutritional aspect","Number persons (Number boys) benefiting from communication activities","NO","Gambia","Banjul","2500","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 2","Priority 3: Epidemics","Communication for behavior change to the risks of epidemic including nutritional aspect","Number persons (Number men) benefiting from communication activities","NO","Gambia","Banjul","3000","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 2","Priority 3: Epidemics","Communication for behavior change to the risks of epidemic including nutritional aspect","Number persons (Number women) benefiting from communication activities","NO","Gambia","Banjul","4000","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 2","Priority 3: Epidemics","strengthening surveillance and early warning system (including IMAM data on admissions and performance indicators)","Number Health centers reporting on IMAM data (admissions and performance)","NO","Gambia","Banjul","14","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 1: Natural disasters","Management of severe acute malnutrition in children 6-59 months","Number Children 6-59 months ( Number boys) affected by severe acute malnutrition admitted for treatment","YES","Gambia","Banjul","4292","702.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 1: Natural disasters","Management of severe acute malnutrition in children 6-59 months","Number children 6-59 months (Numberboys) affected by severe acute malnutrition discharged","NO","Gambia","Banjul","3567","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 2: Conflict","Include nutrition activities (vit A, deworming, screening) in mass activities (campaign, general food distribution)","Number campaign or mass activity including nutrition intervention","NO","Gambia","Banjul","2","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Gambia","Banjul","6139","731.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Include nutrition activities (vit A, deworming, screening) in mass activities (campaign, general food distribution)","Number of districts covered by campaign or mass activity including nutrition intervention","NO","Gambia","Banjul","7","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Gambia","Banjul","3567","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition cured / defaulter / transfers","NO","Gambia","Banjul","1240","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number girls) affected by moderate acute malnutrition cured / defaulter / transfers","NO","Gambia","Banjul","1291","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Gambia","Banjul","4292","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Provide essential nutrition and health supply to affected population","Number of supported health centers with adequate stocks of RUTF (no short-cut reported)","NO","Gambia","Banjul","14","6.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Provision of guidance and training of health staff and community health workers in IMAM / CMAM","Number of health staff and community health worker trained in IMAM/CMAM","NO","Gambia","Banjul","200","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number boys )","NO","Gambia","Banjul","5600","0.00"
"Nutrition","United Nations Children's Fund","GMB-14/H/65935","July","OBJECTIVE 3","Priority 5: Malnutrition","Screening for acute malnutrition and reference centers to support","number of children 6-59 months screened ( Number girls)","NO","Gambia","Banjul","6139","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Dakar","159158","82393.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Diourbel","124044","115781.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Fatick","57174","42241.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Kaffrine","50750","34904.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Kaolack","61371","54941.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Kolda","43101","39813.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Louga","62256","44605.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Matam","53076","44204.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Saint-Louis","78780","47185.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Sédhiou","29748","26027.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Tambacounda","62740","9840.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Thiès","118759","68449.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number boys )","NO","Senegal","Ziguinchor","26371","6774.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Dakar","152917","84876.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Diourbel","119179","114916.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Fatick","54931","44561.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Kaffrine","48760","37386.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Kaolack","58964","59015.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Kolda","41410","43371.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Louga","59815","45015.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Matam","50995","46723.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Saint-Louis","75690","67737.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Sédhiou","28582","25796.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Tambacounda","60280","10020.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Thiès","114101","79363.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 4: Food insecurity","Screening for acute malnutrition","number of children 6-59 months screened ( Number girls)","NO","Senegal","Ziguinchor","25337","6831.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Diourbel","2311","294.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Fatick","784","95.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","1125","246.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kédougou","344","24.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kolda","2527","210.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Louga","1378","60.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","2795","253.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Saint-Louis","2125","184.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1098","14.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Tambacounda","1437","160.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Thiès","3092","162.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Diourbel","2311","558.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Fatick","784","66.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaffrine","1125","115.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kédougou","344","8.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kolda","2527","34.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Louga","1378","48.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Matam","2795","259.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Saint-Louis","2125","143.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Sédhiou","1098","12.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Tambacounda","1437","131.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Thiès","3092","123.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Diourbel","2311","558.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Fatick","784","66.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaffrine","1124","114.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kédougou","344","7.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kolda","2527","33.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Louga","1378","47.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Matam","2794","259.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Saint-Louis","2125","143.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Sédhiou","1097","12.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Tambacounda","1437","130.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Thiès","3092","122.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Diourbel","2311","294.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Fatick","784","134.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","1124","245.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kédougou","344","18.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kolda","2527","111.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Louga","1378","60.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","2794","253.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Saint-Louis","2125","184.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1097","9.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Tambacounda","1437","196.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Thiès","3092","161.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","January","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Diourbel","2311","190.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Fatick","784","47.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","1125","149.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kédougou","344","30.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kolda","2527","77.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Louga","1378","48.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","2795","166.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Saint-Louis","2125","80.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1098","6.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Tambacounda","1437","165.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Thiès","3092","113.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Diourbel","2311","275.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Fatick","784","59.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaffrine","1125","155.00"
